1950	59.659
1951	49.431
1952	49.18
1953	46.065
1954	45.025
1955	47.265
1956	40.842
1957	62.734
1958	44.941
1959	110.86
1960	47.673
1961	57.129
1962	66.764
1963	85.217
1964	83.274
1965	97.245
1966	65.465
1967	51.524
1968	100.517
1969	93.017
1970	97.008
1971	41.427
1972	54.189
1973	41.357
1974	99.932
1975	61.32
1976	61.93
1977	38.99
1978	45.267
1979	38.769
1980	37.867
1981	59.233
1982	35.292
1983	45.223
1984	55.337
1985	52.184
1986	52.77
1987	70.587
1988	144.71
1989	56.484
1990	111.622
1991	74.028
1992	53.926
1993	50.047
1994	42.903
1995	64.341
1996	39.179
1997	46.827
1998	64.149
1999	56.245
2000	51.875
2001	40.985
2002	82.738
2003	61.81
2004	70.764
2005	41.974
2006	50.689
2007	46.112
2008	46.409
2009	48.209
2010	65.659
2011	76.271
2012	39.888
2013	109.336
2014	88.343
2015	45.054
2016	63.475
2017	39.849
2018	76.995
2019	53.592
2020	67.388
2021	73.799
2022	42.924
2023	70.367
2024	77.651
2025	47.428
2026	46.279
2027	73.713
2028	65.32
2029	37.959
2030	108.71
2031	56.189
2032	126.844
2033	60.445
2034	65.62
2035	38.981
2036	71.323
2037	77.586
2038	35.206
2039	50.089
2040	52.08
2041	57.714
2042	41.596
2043	81.724
2044	60.325
2045	58.792
2046	63.72
2047	111.265
2048	61.18
2049	42.661
2050	84.189
2051	79.999
2052	125.929
2053	74.997
2054	40.079
2055	74.755
2056	68.077
2057	38.352
2058	42.229
2059	34.077
2060	67.083
2061	102.222
2062	48.984
2063	54.302
2064	53.458
2065	75.923
2066	76.5
2067	102.6
2068	51.482
2069	74.683
2070	181.416
2071	67.242
2072	49.818
2073	49.57
2074	61.444
2075	58.071
2076	85.994
2077	62.915
2078	51.446
2079	54.747
2080	148.911
2081	55.441
2082	63.236
2083	87.209
2084	65.326
2085	53.788
2086	80.618
2087	106.558
2088	51.258
2089	65.579
2090	51.093
2091	41.677
2092	59.418
2093	43.07
2094	131.514
2095	39.498
2096	64.32
2097	71.175
2098	44.589
2099	55.381
