1861	26.28
1862	26.619
1863	26.302
1864	26.511
1865	26.989
1866	26.506
1867	26.355
1868	26.557
1869	27.083
1870	26.764
1871	26.829
1872	26.609
1873	26.613
1874	26.797
1875	26.996
1876	26.718
1877	26.708
1878	26.387
1879	27.085
1880	26.757
1881	26.962
1882	26.972
1883	26.479
1884	25.902
1885	25.853
1886	26.316
1887	26.672
1888	26.565
1889	25.854
1890	26.134
1891	26.826
1892	26.415
1893	26.362
1894	26.627
1895	26.829
1896	27.118
1897	26.582
1898	26.583
1899	26.651
1900	27.029
1901	26.79
1902	26.561
1903	25.739
1904	26.085
1905	26.541
1906	27.198
1907	26.627
1908	26.816
1909	26.641
1910	26.936
1911	27.088
1912	26.631
1913	26.973
1914	26.708
1915	26.443
1916	26.79
1917	26.972
1918	26.455
1919	26.304
1920	26.527
1921	26.234
1922	26.732
1923	26.815
1924	26.68
1925	26.291
1926	26.389
1927	26.883
1928	26.458
1929	26.246
1930	26.718
1931	26.561
1932	26.592
1933	27.422
1934	26.304
1935	26.539
1936	26.667
1937	27.474
1938	26.482
1939	26.47
1940	26.954
1941	26.743
1942	26.957
1943	26.389
1944	26.328
1945	26.747
1946	26.252
1947	26.653
1948	27.335
1949	26.835
1950	26.288
1951	26.805
1952	27.248
1953	26.764
1954	26.724
1955	26.823
1956	26.918
1957	27.242
1958	26.734
1959	27.183
1960	26.47
1961	27.054
1962	26.918
1963	26.492
1964	26.538
1965	26.4
1966	26.944
1967	27.03
1968	26.679
1969	26.38
1970	26.772
1971	26.734
1972	26.729
1973	26.69
1974	26.622
1975	26.224
1976	26.501
1977	26.871
1978	26.867
1979	27.108
1980	26.898
1981	26.939
1982	26.791
1983	26.474
1984	27.175
1985	26.366
1986	26.512
1987	27.07
1988	27.727
1989	26.817
1990	26.768
1991	26.771
1992	26.979
1993	27.145
1994	27.479
1995	27.345
1996	27.641
1997	27.792
1998	27.196
1999	26.864
2000	27.509
2001	27.882
2002	27.966
2003	27.347
2004	27.547
2005	27.295
2006	27.748
2007	27.822
2008	27.401
2009	27.832
2010	27.428
2011	27.496
2012	27.719
2013	27.634
2014	27.67
2015	28.437
2016	27.964
2017	28.256
2018	27.961
2019	27.584
2020	27.851
2021	28.317
2022	28.039
2023	27.685
2024	27.485
2025	27.632
2026	28.319
2027	27.877
2028	28.039
2029	28.365
2030	28.265
2031	27.754
2032	28.503
2033	28.109
2034	28.541
2035	27.898
2036	28.759
2037	27.915
2038	28.308
2039	28.812
2040	28.533
2041	28.506
2042	28.597
2043	28.878
2044	28.125
2045	28.833
2046	28.592
2047	28.6
2048	28.851
2049	28.746
2050	28.843
2051	29.147
2052	28.402
2053	28.795
2054	29.288
2055	29.013
2056	28.966
2057	28.846
2058	29.177
2059	29.166
2060	29.284
2061	29.205
2062	29.242
2063	29.443
2064	29.438
2065	29.227
2066	29.364
2067	29.111
2068	29.57
2069	29.882
2070	30.009
2071	29.331
2072	29.643
2073	29.521
2074	29.052
2075	30
2076	29.776
2077	29.65
2078	29.917
2079	29.823
2080	30.344
2081	29.851
2082	30.561
2083	29.515
2084	29.392
2085	30.192
2086	30.23
2087	30.2
2088	30.001
2089	30.105
2090	29.993
2091	30.189
2092	30.323
2093	30.609
2094	30.476
2095	30.254
2096	30.612
2097	30.942
2098	30.469
2099	30.648
2100	30.55
