1950	100.517
1951	49.126
1952	60.747
1953	64.341
1954	45.025
1955	50.047
1956	33.394
1957	56.121
1958	93.017
1959	48.485
1960	32.318
1961	49.499
1962	48.816
1963	48.754
1964	36.713
1965	74.028
1966	58.266
1967	63.584
1968	144.71
1969	61.32
1970	48.356
1971	97.245
1972	38.842
1973	38.669
1974	41.357
1975	82.738
1976	59.233
1977	44.108
1978	42.409
1979	37.18
1980	57.129
1981	49.18
1982	38.607
1983	70.764
1984	83.274
1985	44.036
1986	50.233
1987	55.337
1988	46.212
1989	58.407
1990	47.265
1991	52.184
1992	111.622
1993	61.81
1994	60.381
1995	39.179
1996	70.587
1997	62.613
1998	46.302
1999	46.83
2000	85.217
2001	99.932
2002	52.77
2003	62.734
2004	51.524
2005	110.86
2006	59.396
2007	61.372
2008	96.939
2009	52.006
2010	62.107
2011	76.564
2012	64.37
2013	53.753
2014	71.046
2015	55.853
2016	48.469
2017	57.312
2018	67.383
2019	41.242
2020	50.459
2021	42.193
2022	53.546
2023	65.708
2024	259.362
2025	121.279
2026	49.866
2027	34.488
2028	61.347
2029	53.899
2030	33.77
2031	54.781
2032	44.538
2033	83.451
2034	48.331
2035	113.463
2036	95.629
2037	73.952
2038	76.24
2039	103.966
2040	41.514
2041	148.623
2042	60.013
2043	130.503
2044	55.407
2045	126.715
2046	54.974
2047	61.88
2048	166.602
2049	66.249
2050	148.44
2051	75.255
2052	50.104
2053	54.166
2054	53.325
2055	51.393
2056	55.488
2057	53.937
2058	103.648
2059	84.524
2060	50.312
2061	55.061
2062	130.719
2063	54.715
2064	80.89
2065	206.166
2066	57.676
2067	55.302
2068	40.401
2069	178.709
2070	57.569
2071	84.355
2072	76.482
2073	73.97
2074	134.452
2075	43.471
2076	70.372
2077	56.133
2078	145.008
2079	68.105
2080	86.496
2081	78.981
2082	65.157
2083	98.574
2084	67.456
2085	50.226
2086	31.601
2087	86.771
2088	73.862
2089	57.173
2090	106.473
2091	52.931
2092	111.423
2093	140.065
2094	125.482
2095	83.696
2096	53.494
2097	66.823
2098	49.293
2099	53.2
