1950	85.217
1951	51.875
1952	49.934
1953	36.527
1954	37.605
1955	52.77
1956	110.86
1957	45.267
1958	32.838
1959	97.245
1960	74.028
1961	61.93
1962	45.223
1963	63.584
1964	41.344
1965	93.017
1966	144.71
1967	35.667
1968	43.941
1969	35.138
1970	60.747
1971	111.622
1972	42.859
1973	50.289
1974	47.685
1975	53.241
1976	42.004
1977	50.543
1978	45.152
1979	52.902
1980	82.738
1981	42.861
1982	60.381
1983	70.587
1984	48.356
1985	70.764
1986	38.781
1987	97.008
1988	62.613
1989	51.524
1990	64.341
1991	52.57
1992	62.734
1993	45.245
1994	56.245
1995	64.149
1996	83.274
1997	100.517
1998	40.263
1999	58.266
2000	56.121
2001	59.659
2002	44.158
2003	65.465
2004	38.379
2005	58.407
2006	48.741
2007	56.176
2008	51.038
2009	94.185
2010	67.592
2011	68.358
2012	53.474
2013	52.526
2014	165.822
2015	52.779
2016	46.824
2017	37.357
2018	90.532
2019	37.143
2020	143.784
2021	100.221
2022	54.905
2023	87.248
2024	55.04
2025	51.564
2026	55.044
2027	42.988
2028	156.302
2029	70.59
2030	92.125
2031	80.422
2032	61.626
2033	47.318
2034	72.552
2035	59.734
2036	50.795
2037	37.797
2038	111.48
2039	80.088
2040	68.235
2041	124.425
2042	68.726
2043	100.361
2044	62.95
2045	53.416
2046	70.203
2047	140.889
2048	52.965
2049	103.415
2050	69.157
2051	78.395
2052	108.724
2053	42.665
2054	67.536
2055	46.489
2056	118.214
2057	54.022
2058	50.396
2059	59.886
2060	49.273
2061	187.589
2062	35.132
2063	54.99
2064	135.756
2065	101.672
2066	35.187
2067	46.471
2068	143.01
2069	89.356
2070	74.879
2071	82.153
2072	50.433
2073	51.596
2074	63.645
2075	78.621
2076	53.35
2077	69.863
2078	62.272
2079	128.843
2080	43.786
2081	57.177
2082	40.012
2083	107.507
2084	65.823
2085	134.206
2086	53.191
2087	100.178
2088	71.324
2089	54.863
2090	54.114
2091	39.312
2092	49.734
2093	52.332
2094	60.131
2095	79.691
2096	36.384
2097	71.59
2098	59.454
2099	75.467
